Chemin,Nom,Taille,Lignes,Modifié,Type
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/diagnostic_urls.py,diagnostic_urls.py,7726,203,2025-11-19T22:34:09,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/check_communication.sh,check_communication.sh,617,19,2025-12-02T18:47:58,.sh
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/intercepteur_erreur.py,intercepteur_erreur.py,2750,77,2025-11-06T15:05:03,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/diagnostic_final_conversations.py,diagnostic_final_conversations.py,5562,132,2025-11-17T11:43:43,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/diagnostic_creation_membre.py,diagnostic_creation_membre.py,10540,261,2025-11-27T19:30:51,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/verification_settings1.py,verification_settings1.py,4605,119,2025-11-17T20:25:14,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/check_choices.py,check_choices.py,910,30,2025-12-03T16:57:08,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/test_final_redirection.p,test_final_redirection.p,4334,N/A,2025-10-26T13:28:01,.p
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/corriger_redirections.py,corriger_redirections.py,1629,45,2025-11-17T10:04:02,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/final_fix_pharmacien.py,final_fix_pharmacien.py,1539,46,2025-11-05T19:18:46,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/analyze_templates.py,analyze_templates.py,10739,275,2025-10-13T15:56:13,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/test_final_integration.py,test_final_integration.py,2025,58,2025-11-05T22:53:02,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/liste_problemes_specifiques.py,liste_problemes_specifiques.py,1218,34,2025-10-26T12:56:40,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/verify_medecin_final.p,verify_medecin_final.p,3538,N/A,2025-10-25T19:09:00,.p
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/fix_migrations.py,fix_migrations.py,768,26,2025-11-27T23:22:39,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/test_final_connexions.py,test_final_connexions.py,2977,101,2025-12-06T00:11:42,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/check_urls1.py,check_urls1.py,714,27,2025-11-19T22:39:40,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/verifier_urls_medecin.py,verifier_urls_medecin.py,956,32,2025-10-25T00:00:10,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/test_api_finale.py,test_api_finale.py,2387,70,2025-11-05T17:06:55,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/membres_analysis.py,membres_analysis.py,24467,659,2025-11-02T21:59:07,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/urgence_patch.py,urgence_patch.py,548,19,2025-10-24T17:17:51,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/verification_post_corrections.py,verification_post_corrections.py,1992,64,2025-12-06T00:01:31,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/test_endpoints.py,test_endpoints.py,710,23,2025-12-02T19:12:03,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/PROJECT_ANALYSIS_REPORT.md,PROJECT_ANALYSIS_REPORT.md,881,38,2025-10-27T12:36:31,.md
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/check_models.py,check_models.py,1498,43,2025-12-01T19:15:28,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/analyse_communication_finale.py,analyse_communication_finale.py,27129,618,2025-11-15T21:12:09,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/verification_complete_corrigee.py,verification_complete_corrigee.py,9443,269,2025-12-04T07:59:57,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/diagnostic_gloria1.py,diagnostic_gloria1.py,14641,400,2025-12-02T13:00:41,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/automation_surveillance_macos.sh,automation_surveillance_macos.sh,1133,32,2025-11-27T10:35:40,.sh
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/fix_assureur_views.py,fix_assureur_views.py,3403,104,2025-12-06T01:10:38,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/diagnostic_interactions_acteurs.py,diagnostic_interactions_acteurs.py,12593,317,2025-11-27T21:11:47,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/setup_user_groups.py,setup_user_groups.py,3132,93,2025-10-04T23:02:51,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/diagnostic_final.py,diagnostic_final.py,2947,74,2025-11-28T09:25:02,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/verification_corrigee.py,verification_corrigee.py,1500,55,2025-11-05T15:03:42,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/check_imports_fixed.py,check_imports_fixed.py,9604,279,2025-11-30T22:18:27,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/correction_redirection_dashboard.py,correction_redirection_dashboard.py,6777,209,2025-10-31T13:10:11,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/deployement_checklist.py,deployement_checklist.py,3730,109,2025-12-03T19:42:53,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/sidebar_path.py,sidebar_path.py,2147,66,2025-10-27T14:16:46,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/debug_ordonnance.py,debug_ordonnance.py,1347,40,2025-10-16T09:53:43,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/verification_detaillee.py,verification_detaillee.py,3421,102,2025-11-14T15:58:27,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/diagnostic_assureur_corrige1.py,diagnostic_assureur_corrige1.py,13128,361,2025-12-03T12:31:17,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/constants.py,constants.py,1063,48,2025-10-07T10:43:28,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/diagnostic_assureur4.py,diagnostic_assureur4.py,14283,369,2025-12-03T11:44:15,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/diagnostic_rapide_corrige.sh,diagnostic_rapide_corrige.sh,2730,98,2025-12-01T19:04:09,.sh
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/medecin/quick_check.py,quick_check.py,1061,31,2025-10-11T22:34:37,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/medecin/signals.py,signals.py,474,12,2025-09-29T15:34:02,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/medecin/migrations/__init__.py,__init__.py,0,1,2025-12-04T23:46:29,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/medecin/migrations/0001_initial.py,0001_initial.py,25761,383,2025-12-05T07:17:40,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/medecin/ajax_forms.py,ajax_forms.py,1500,35,2025-10-15T23:02:50,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/medecin/models.py,models.py,32891,904,2025-11-19T20:40:06,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/medecin/fix_views.py,fix_views.py,2154,67,2025-10-11T22:43:45,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/medecin/tests/test_connexion.py,test_connexion.py,5320,139,2025-10-25T20:09:38,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/medecin/management/__init__.py,__init__.py,0,1,2025-10-16T09:12:43,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/medecin/management/commands/analyze_medecin.py,analyze_medecin.py,14612,350,2025-10-16T09:13:57,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/medecin/management/commands/__init__.py,__init__.py,0,1,2025-10-16T09:12:54,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/medecin/__init__.py,__init__.py,0,1,2025-09-19T15:02:43,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/medecin/apps.py,apps.py,146,7,2025-09-19T15:02:43,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/medecin/forms.py,forms.py,12970,388,2025-10-15T23:02:50,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/medecin/analyse_complete.py,analyse_complete.py,5246,142,2025-10-12T08:08:49,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/medecin/admin.py,admin.py,15880,409,2025-11-18T20:42:11,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/medecin/tests.py,tests.py,5192,135,2025-10-17T11:02:36,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/medecin/urls.py,urls.py,5242,80,2025-11-28T18:31:15,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/medecin/check_csrf_templates.py,check_csrf_templates.py,2667,68,2025-10-12T08:08:49,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/medecin/views.py,views.py,53959,1330,2025-11-19T22:07:05,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/verification_urls_disponibles.sh,verification_urls_disponibles.sh,742,25,2025-10-22T12:52:38,.sh
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/fix_main_templates.sh,fix_main_templates.sh,1968,52,2025-12-04T13:30:41,.sh
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/diagnostic_connexion,diagnostic_connexion,14020,N/A,2025-10-31T10:16:54,
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/test_simple1.py,test_simple1.py,496,18,2025-12-03T18:27:43,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/run_analyse_communication_corrige1.py,run_analyse_communication_corrige1.py,939,35,2025-11-15T21:12:09,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/production_test.py,production_test.py,1446,46,2025-10-13T19:17:03,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/verify_pharmacien_setup2.py,verify_pharmacien_setup2.py,1661,50,2025-11-02T18:56:01,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/erification_coherence.py,erification_coherence.py,1809,58,2025-11-06T11:25:51,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/diagnostic_communication.py,diagnostic_communication.py,1808,54,2025-11-16T20:12:42,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/diagnostic_templates.py,diagnostic_templates.py,855,33,2025-11-19T19:14:49,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/generer_rapport_detaille.py,generer_rapport_detaille.py,6558,188,2025-10-31T20:12:42,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/diagnostic_exactitude_cotisations.py,diagnostic_exactitude_cotisations.py,18411,394,2025-11-27T12:42:05,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/diagnostic_messagerie.py,diagnostic_messagerie.py,10053,270,2025-11-17T09:48:10,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/duplicate_manager.py,duplicate_manager.py,3883,99,2025-10-23T14:15:34,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/check_view_exists.py,check_view_exists.py,739,25,2025-10-16T13:17:14,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/test_final_simple.py,test_final_simple.py,3097,95,2025-11-12T12:13:31,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/test_simple.py,test_simple.py,2950,103,2025-12-02T15:06:41,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/rapport_final_synchronisation.py,rapport_final_synchronisation.py,2875,73,2025-11-27T09:53:11,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/tests/test_urls_correction.py,test_urls_correction.py,2839,81,2025-11-19T16:00:51,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/tests/test_connexion_medecin.py,test_connexion_medecin.py,8489,239,2025-10-25T20:01:53,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/creer_patients_corrige.py,creer_patients_corrige.py,4230,99,2025-11-28T09:17:22,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/complete_system.py,complete_system.py,5088,123,2025-11-30T23:17:37,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/reset_complet.py,reset_complet.py,5842,172,2025-10-25T13:17:13,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/check_membres_data1.py,check_membres_data1.py,1765,53,2025-12-03T21:57:59,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/test_simple_login1.py,test_simple_login1.py,1642,57,2025-12-02T13:20:22,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/test_flux_cotisations_corrige.py,test_flux_cotisations_corrige.py,8895,220,2025-11-27T11:21:41,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/statistique_finale.py,statistique_finale.py,2441,79,2025-11-19T16:17:02,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/check_membres_data.py,check_membres_data.py,1368,45,2025-12-03T21:50:38,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/diagnostic_sync_corrige.py,diagnostic_sync_corrige.py,15195,375,2025-11-27T09:01:46,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/create_test_data1.py,create_test_data1.py,3078,87,2025-12-05T23:03:19,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/test_final_corrige.py,test_final_corrige.py,1700,50,2025-11-02T19:22:10,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/ajout_automatique.py,ajout_automatique.py,13528,362,2025-11-14T17:51:35,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/check_ordonnance_validation.py,check_ordonnance_validation.py,1334,34,2025-11-05T19:10:15,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/correction_agents.py,correction_agents.py,2479,80,2025-12-03T20:17:12,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/trouver_et_corriger_vue.py,trouver_et_corriger_vue.py,6485,190,2025-09-30T14:39:23,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/verification_finale_systeme.py,verification_finale_systeme.py,2518,70,2025-12-01T19:54:51,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/verification_post_deploiement.py,verification_post_deploiement.py,1496,43,2025-11-30T20:52:54,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/validate_apps.py,validate_apps.py,5260,154,2025-10-31T20:12:42,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/test_api_correct.py,test_api_correct.py,1812,59,2025-12-02T18:59:32,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/clean_sessions.py,clean_sessions.py,1073,37,2025-10-06T10:25:44,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/check_models_data.py,check_models_data.py,1332,42,2025-12-03T22:32:05,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/create_templates_structure():,create_templates_structure():,1120,N/A,2025-10-12T23:29:07,
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/management/commands/analyze_medecin.py,analyze_medecin.py,300,9,2025-10-16T08:58:15,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/management/commands/analyze_auth.py,analyze_auth.py,677,20,2025-10-06T10:15:33,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/management/commands/diagnostic_sync.py,diagnostic_sync.py,785,18,2025-11-27T08:49:56,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/correction_urls_manquantes.py,correction_urls_manquantes.py,6437,179,2025-11-14T16:14:33,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/verification_interface_medecin.py,verification_interface_medecin.py,3320,96,2025-11-27T23:14:42,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/deep_analysis_fix.py,deep_analysis_fix.py,11621,301,2025-11-30T22:54:16,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/analyse_et_corrige_templates_pharmacien.sh,analyse_et_corrige_templates_pharmacien.sh,9848,301,2025-10-22T15:57:23,.sh
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/rapport_final_corrige.py,rapport_final_corrige.py,3650,95,2025-11-30T21:28:38,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/project_root.py,project_root.py,1549,53,2025-10-15T12:28:15,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/verifier_corrections.py,verifier_corrections.py,2451,71,2025-10-12T11:26:06,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/analyze_agents_config.py,analyze_agents_config.py,13292,328,2025-10-23T20:53:45,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/demarrage_rapide_corrige.py,demarrage_rapide_corrige.py,12074,276,2025-11-18T13:15:39,.py
